LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,source_excel_row,original_dili_category,dili_category,dili_label,compound_id,compound_name,label_source,structure_source,mapping_status,model_eligible,exclusion_reason,canonical_smiles,structure_key,structure_id,connectivity_group,standardization_version,retrieved_smiles,pubchem_cid,pubchem_inchikey,synonyms,lookup_url,lookup_retrieved_at,candidate_cids,candidate_structures,molecular_formula,source_molecular_weight,synonym_source,removed_fragments,parent_molecular_weight,source_compound_ids
LT00463,Sacrosidase,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,1104,Ambiguous-DILI-concern,Ambiguous-DILI-concern,,LT00463,Sacrosidase,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sacrosidase/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:13.369511+00:00,[],[],,,,,,
LT01321,Sargramostim,0,No match,vNo-DILI-concern,Unchanged,1110,vNo-DILI-concern,No-DILI-concern,0,LT01321,Sargramostim,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sargramostim/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:16.275073+00:00,[],[],,,,,,
LT01974,Scopolamine,0,No match,vNo-DILI-concern,Unchanged,1112,vNo-DILI-concern,No-DILI-concern,0,LT01974,Scopolamine,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,multiple_exact_matches,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Scopolamine/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:17.537758+00:00,"[3000322, 5184, 11968014, 153311, 6451257, 452977, 2723877, 6432494, 638340, 3081743, 5284456, 16399351, 134767951]","[{""CID"": 3000322, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-USLFZFAMSA-N""}, {""CID"": 5184, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-UHFFFAOYSA-N""}, {""CID"": 11968014, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-SFSMXDMGSA-N""}, {""CID"": 153311, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-MKXJHAPZSA-N""}, {""CID"": 6451257, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-QBMZJCKTSA-N""}, {""CID"": 452977, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-YXPYLGEYSA-N""}, {""CID"": 2723877, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1C2CC(CC1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-PMFPHFEJSA-N""}, {""CID"": 6432494, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)C(CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-YOHVKPHQSA-N""}, {""CID"": 638340, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-UQTPLXADSA-N""}, {""CID"": 3081743, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-YOPVGWMHSA-N""}, {""CID"": 5284456, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-YXMSTPNBSA-N""}, {""CID"": 16399351, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1C2CC(CC1C3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-BAPHQMLMSA-N""}, {""CID"": 134767951, ""MolecularFormula"": ""C17H21NO4"", ""MolecularWeight"": ""303.35"", ""SMILES"": ""CN1C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4"", ""InChIKey"": ""STECJAGHUSJQJN-XUDOQVRBSA-N""}]",,,,,,
LT00355,Secretin synthetic human,0,No match,vNo-DILI-concern,Unchanged,1115,vNo-DILI-concern,No-DILI-concern,0,LT00355,Secretin synthetic human,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Secretin%20synthetic%20human/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:18.788940+00:00,[],[],,,,,,
LT03754,Selenious acid,3,Warnings & precautions,Ambiguous-DILI-concern,New,1117,Ambiguous-DILI-concern,Ambiguous-DILI-concern,,LT03754,Selenious acid,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/1091,exact_pubchem_synonym,False,inorganic_structure,,,,,dilirank_parent_v1,O[Se](=O)O,1091,MCAHWIHFGHIESP-UHFFFAOYSA-N,"[""SELENIOUS ACID"", ""Selenous acid"", ""7783-00-8"", ""Monohydrated selenium dioxide"", ""Selenium dioxide, monohydrated"", ""Selenious acid [USP]"", ""F6A27P4Q4R"", ""DTXSID9024300"", ""selenige Saeure"", ""UN-3283"", ""dihydroxidooxidoselenium"", ""Selenious acid (USP)"", ""UN 3283"", ""Selenium (as selenious acid)"", ""DTXCID004300"", ""CHEBI:26642"", ""(SeO(OH)2)"", ""[SeO(OH)2]"", ""Acid, Selenous"", ""RefChem:56005"", ""231-974-7"", ""Acid, Selenious"", ""Hydrogen Selenite"", ""Selenious acid (H2SeO3)"", ""CCRIS 5530"", ""HSDB 6065"", ""EINECS 231-974-7"", ""UNII-F6A27P4Q4R"", ""MFCD00011331"", ""EC 231-974-7"", ""acide selenieux"", ""H2O3Se"", ""Acido selenioso"", ""Acido selenio"", ""Selenous acid, 98%"", ""Selenious acid(H2SeO3)"", ""NCIMech_000026"", ""SELENIOUS ACID [MI]"", ""SCHEMBL30423"", ""SELENIOUS ACID [HSDB]"", ""SELENIOUS ACID [VANDF]"", ""SELENIOUS ACID [MART.]"", ""CHEMBL2009089"", ""SELENIOUS ACID [WHO-DD]"", ""Selenous acid, p.a., 95.0%"", ""Selenous acid (99.999%-Se)"", ""Tox21_200407"", ""CCG-35433"", ""SELENIOUS ACID [ORANGE BOOK]"", ""AKOS015960374"", ""SELENIOUS ACID [USP MONOGRAPH]"", ""DB11127"", ""NCGC00248596-01"", ""NCGC00257961-01"", ""CAS-7783-00-8"", ""NS00080941"", ""Selenous acid, 99.999% trace metals basis"", ""SELENIOUS ACID, H<V>2<D>SeO<V>3<D>"", ""SELENIUM (AS SELENIOUS ACID) [VANDF]"", ""D05814"", ""Q413722""]","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Selenious%20acid/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:20.059125+00:00,[1091],"[{""CID"": 1091, ""MolecularFormula"": ""H2O3Se"", ""MolecularWeight"": ""128.99"", ""SMILES"": ""O[Se](=O)O"", ""InChIKey"": ""MCAHWIHFGHIESP-UHFFFAOYSA-N""}]",H2O3Se,128.99,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/247,564,938,962,1046,1091,1727,1775,1983,1986,1990,2081,2082,2083,2118,2123,2141,2159,2170,2187,2244,2249,2265,2284,2313,2315,2333,2375,2391,2471,2478,2540,2554,2576,2585,2662,2708,2717,2720,2727/synonyms/JSON",,,
LT03759,Semaglutide,0,No match,vLess-DILI-concern,New,1122,vLess-DILI-concern,Less-DILI-concern,1,LT03759,Semaglutide,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/56843331,exact_pubchem_synonym,False,outside_initial_size_scope,,,,,dilirank_parent_v1,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N,56843331,DLSWIYLPEUIQAV-CCUURXOWSA-N,"[""Semaglutide"", ""910463-68-2"", ""Rybelsus"", ""Ozempic"", ""Wegovy"", ""NN9535"", ""NN 9535"", ""NNC 0113-0217"", ""53AXN4NNHX"", ""NN-9535"", ""CHEBI:167574"", ""DTXSID101027903"", ""NNC-0113-0217"", ""semaglutida"", ""semaglutidum"", ""Oral Semaglutide"", ""RefChem:6213"", ""A10BJ06"", ""DTXCID301816952"", ""L-Histidyl-2-methylalanyl-L-alpha-glutamylglycyl-L-threonyl-L-phenylalanyl-L-threonyl-L-seryl-L-alpha-aspartyl-L-valyl-L-seryl-L-seryl-L-tyrosyl-L-leucyl-L-alpha-glutamylglycyl-L-glutaminyl-L-alanyl-L-alanyl-N6-(N-(17-carboxy-1-oxoheptadecyl)-L-gamma-glutamyl-2-(2-(2-aminoethoxy)ethoxy)acetyl-2-(2-(2-aminoethoxy)ethoxy)acetyl)-L-lysyl-L-alpha-glutamyl-L-phenylalanyl-L-isoleucyl-L-alanyl-L-tryptophyl-L-leucyl-L-valyl-L-arginylglycyl-L-arginylglycine"", ""UNII-53AXN4NNHX"", ""Semaglutide [USAN:INN]"", ""Kayshild"", ""Semaglutide impurity"", ""Semaglutide free base"", ""Semaglutide(sodium salt)?"", ""Rybelsus (oral semaglutide)"", ""GTPL9724"", ""orb1306844"", ""Ozempic (injectable semaglutide)"", ""SCHEMBL29350607"", ""EX-A2424"", ""AC-32580"", ""FS171058"", ""NNC0480 0389"", ""T19850"", ""S176481"", ""Rybelsus;Ozempic;NN9535;OG217SC;NNC 0113-0217""]","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Semaglutide/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:22.286027+00:00,[56843331],"[{""CID"": 56843331, ""MolecularFormula"": ""C187H291N45O59"", ""MolecularWeight"": ""4114"", ""SMILES"": ""CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N"", ""InChIKey"": ""DLSWIYLPEUIQAV-CCUURXOWSA-N""}]",C187H291N45O59,4114,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/46215800,46216142,46220502,46700774,46892186,46908927,46927777,49800014,49800073,49831411,49841217,49843517,49846579,50905713,50922675,50992434,51039094,52918379,52950901,53239799,53297457,54670067,54671203,54674461,54675779,54676228,54677470,54682461,54684141,54685925,54686764,54686904,54746485,56649450,56669626,56837137,56843331,56843850,56844015,56927879/synonyms/JSON",,,
LT01039,Sevelamer hydrochloride,0,No match,vNo-DILI-concern,Unchanged,1125,vNo-DILI-concern,No-DILI-concern,0,LT01039,Sevelamer hydrochloride,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sevelamer%20hydrochloride/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:23.663280+00:00,[],[],,,,,,
LT02171,Simethicone-cellulose,0,No match,vNo-DILI-concern,Unchanged,1129,vNo-DILI-concern,No-DILI-concern,0,LT02171,Simethicone-cellulose,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Simethicone-cellulose/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:25.834557+00:00,[],[],,,,,,
LT03914,Sodium fluoride f-18,0,No match,vNo-DILI-concern,New,1137,vNo-DILI-concern,No-DILI-concern,0,LT03914,Sodium fluoride f-18,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23690531,exact_pubchem_synonym,False,inorganic_structure,,,,,dilirank_parent_v1,[18F-].[Na+],23690531,PUZPDOWCWNUUKD-ULWFUOSBSA-M,"[""Sodium fluoride F 18"", ""SODIUM FLUORIDE F-18"", ""Sodium fluoride-18F"", ""Sodium fluoride (Na18F)"", ""22554-99-0"", ""Fluorine F 18 sodium fluoride"", ""Sodium radiofluoride"", ""Sodium 18F-fluoride"", ""Sodium fluoride, f-18"", ""Sodium Fluoride (18F)"", ""18F-NaF"", ""F-18 NaF"", ""UNII-9L75099X6R"", ""Fluorine 18-labeled sodium fluoride"", ""9L75099X6R"", ""Sodium fluoride f 18 [USP]"", ""Sodium fluoride F 18 (USP)"", ""SODIUM FLUORIDE F 18 (USP IMPURITY)"", ""SODIUM FLUORIDE F 18 [USP IMPURITY]"", ""Sodium FluorideF18"", ""Sodium Fluoride F18"", ""Sodium FluorideF 18"", ""RefChem:56021"", ""NaF F18"", ""Sodium FluorideF 18F 18"", ""18 F-NaF"", ""sodium;fluorine-18(1-)"", ""(18f) sodium fluoride"", ""[18F] SODIUM FLUORIDE"", ""Fluorine, f-18"", ""Fluorine F-18 (TN)"", ""Sodium fluoride-18F (8CI)"", ""CHEMBL1200744"", ""SCHEMBL29392639"", ""DTXSID001027605"", ""NSC749126"", ""NSC-749126"", ""SODIUM FLUORIDE (18F) [WHO-DD]"", ""SODIUM FLUORIDE F-18 [ORANGE BOOK]"", ""D05860"", ""Q27272701"", ""Radiolabeled Fluorine-18 Sodium Fluoride (18F-NaF)""]","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sodium%20fluoride%20f-18/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:30.042078+00:00,[23690531],"[{""CID"": 23690531, ""MolecularFormula"": ""FNa"", ""MolecularWeight"": ""40.990707"", ""SMILES"": ""[18F-].[Na+]"", ""InChIKey"": ""PUZPDOWCWNUUKD-ULWFUOSBSA-M""}]",FNa,40.990707,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/23663870,23663938,23663956,23663974,23663979,23663991,23663996,23665411,23665584,23666110,23666112,23666118,23666456,23666879,23667300,23667628,23667630,23668479,23670318,23672589,23674512,23674541,23674889,23675320,23675322,23676152,23676814,23679527,23681107,23681451,23684814,23690439,23690443,23690531,23694213,23699544,23700083,23702994,23715082,23724914/synonyms/JSON",,,
LT00880,Sodium nitroprusside,0,No match,vNo-DILI-concern,Unchanged,1139,vNo-DILI-concern,No-DILI-concern,0,LT00880,Sodium nitroprusside,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/11953895,exact_pubchem_synonym,False,unresolved_multicomponent_structure,,,,,dilirank_parent_v1,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],11953895,XRKMNJXYOFSTBE-UHFFFAOYSA-N,"[""DTXSID7041126"", ""disodium;iron(4+);nitroxyl anion;pentacyanide;dihydrate"", ""DTXCID5021126"", ""Na2[Fe(CN)5(NO)].2H2O"", ""sodium pentacyanidonitrosylferrate(2-) dihydrate"", ""sodium pentacyanidonitrosylferrate(III) dihydrate"", ""disodium pentacyanidonitrosylferrate--water (1/2)"", ""Na2(Fe(CN)5(NO)).2H2O"", ""RefChem:887739"", ""Disodium pentacyanonitrosylferrate(2) dihydrate"", ""Ferrate(2), pentacyanonitrosyl, disodium, dihydrate"", ""Ferrate(2), pentakis(cyanoC)nitrosyl, disodium, dihydrate, (OC622)"", ""604-025-3"", ""sodium nitroprusside"", ""SODIUM NITROPRUSSIDE DIHYDRATE"", ""SODIUM NITROPRUSSIDE DIHYDRATE [MI]"", ""Sodium nitroferricyanide(III) dihydrate"", ""MFCD00149192"", ""CAS-13755-38-9"", ""Sodium pentacyanonitrosylferrate(III) dihydrate"", ""Nitropress (TN)"", ""Sodium nitroprusside (USP)"", ""SCHEMBL918924"", ""CHEBI:9179"", ""orb1300281"", ""MSK001704W2"", ""Tox21_110314"", ""EBC-75068"", ""AKOS040759055"", ""Tox21_110314_1"", ""Sodium nitroprusside dihydrate ACS grade"", ""NCGC00166055-03"", ""AC-37039"", ""T6991"", ""C07695"", ""D00614"", ""disodium pentacyano(nitroso)irondiuide dihydrate"", ""F19620"", ""EN300-18543938"", ""Sodium nitroferricyanide(III) dihydrate, ACS reagent, >=99%"", ""Sodium nitroprusside dihydrate, Vetec(TM) reagent grade, 99%"", ""Sodium nitroprusside dihydrate, p.a., ACS reagent, 99.0-102.0%"", ""Sodium nitroferricyanide(III) dihydrate, JIS special grade, >=99.0%"", ""Sodium nitroprusside, United States Pharmacopeia (USP) Reference Standard"", ""Ferrate(2-), pentakis(cyano-|EC)nitrosyl-, sodium, hydrate (1:2:2), (OC-6-22)-"", ""Sodium Nitroprusside, Pharmaceutical Secondary Standard; Certified Reference Material"", ""Sodium pentakis(cyanido-kappaC)(oxoazanido-kappaN)ferrate(2-)--water (2/1/2)"", ""Sodium nitroprusside dihydrate, puriss. p.a., ACS reagent, reag. Ph. Eur., Reag. Ph. Eur., >=99%""]","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sodium%20nitroprusside/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:30.985973+00:00,[11953895],"[{""CID"": 11953895, ""MolecularFormula"": ""C5H4FeN6Na2O3"", ""MolecularWeight"": ""297.95"", ""SMILES"": ""[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]"", ""InChIKey"": ""XRKMNJXYOFSTBE-UHFFFAOYSA-N""}]",C5H4FeN6Na2O3,297.95,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/10909430,11167602,11237762,11237860,11250029,11274333,11286230,11304743,11329481,11363176,11473982,11476460,11501341,11511120,11519069,11525740,11547978,11551689,11556711,11557040,11558159,11561674,11578213,11591741,11597697,11607738,11625818,11626560,11644097,11672491,11711114,11751549,11949646,11953895,11954316,11958147,11962412,11968014,11978813,11990828/synonyms/JSON",,,
LT00801,Sodium polystyrene sulfonate,0,No match,vNo-DILI-concern,Unchanged,1142,vNo-DILI-concern,No-DILI-concern,0,LT00801,Sodium polystyrene sulfonate,https://www.fda.gov/media/113052/download?attachment=,,unresolved,False,name_not_found,,,,,dilirank_parent_v1,,,,,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sodium%20polystyrene%20sulfonate/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:32.375212+00:00,[],[],,,,,,
LT00439,Sodium thiosulfate,0,No match,vNo-DILI-concern,Unchanged,1143,vNo-DILI-concern,No-DILI-concern,0,LT00439,Sodium thiosulfate,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/24477,exact_pubchem_synonym,False,inorganic_structure,,,,,dilirank_parent_v1,[O-]S(=O)(=S)[O-].[Na+].[Na+],24477,AKHNMLFCWUSKQB-UHFFFAOYSA-L,"[""SODIUM THIOSULFATE"", ""7772-98-7"", ""Sodium thiosulphate"", ""Disodium thiosulfate"", ""Hypo"", ""Chlorine Control"", ""Chlorine Cure"", ""Sodium thiosulfate, anhydrous"", ""Thiosulfuric acid, disodium salt"", ""Sodium thiosulfate (Na2S2O3)"", ""Sodium thiosulphate (Na2S2O3)"", ""Sodium oxide sulfide (Na2S2O3)"", ""L0IYT1O31N"", ""Thiosulfuric acid (H2S2O3), disodium salt"", ""Ins no.539"", ""Ins-539"", ""Sodium thiosulphate, anhydrous"", ""DTXSID9042417"", ""CHEBI:132112"", ""E-539"", ""sulfothiorine"", ""RefChem:6498"", ""Cyanide Antidote Package"", ""DTXCID7022417"", ""Thiosulfate, Sodium, Pentahydrate"", ""Sodium Nitrite and Sodium Thiosulfate"", ""231-867-5"", ""Ametox"", ""Db-020"", ""HX1032V43M"", ""Natrii thiosulfas"", ""NSC-45624"", ""NSC45624"", ""PEDMARK"", ""S-Hydril"", ""Sodium hyposulfite"", ""Sodium Thiosulfate Anhydrous"", ""Sodium thiosulphate anhydrous"", ""Sodothiol"", ""Thiosulfuric Acid Disodium Salt"", ""Thiosulfuric acid, disodium salt, pentahydrate"", ""sodiumthiosulfate"", ""disodium sulfurothioate"", ""MFCD00003499"", ""Na2S2O3"", ""Sodothiol; Sulfactol; Sulfothiorine"", ""Declor-It"", ""Hypo (VAN)"", ""Na2O3S2"", ""HSDB 592"", ""EINECS 231-867-5"", ""UNII-L0IYT1O31N"", ""AI3-01237"", ""sodium thiosulfat"", ""Sodium subsulfite"", ""sodium thio-sulfate"", ""Sodium  thiosulfate"", ""Sodium oxide sulfide"", ""Hypo alcohol, in ethanol"", ""anhydrous sodium thiosulfate"", ""EC 231-867-5"", ""DISODIUM THIOSULPHATE"", ""SCHEMBL4087"", ""SCHEMBL4088"", ""sodium thiosulfate (anhydrous)"", ""orb2942229"", ""SODIUM THIOSULFATE [MI]"", ""CHEMBL3753202"", ""SODIUM THIOSULFATE [HSDB]"", ""Sodium thiosulfate, AR, >=98%"", ""Sodium thiosulfate, LR, >=97%"", ""SODIUM THIOSULFATE [WHO-DD]"", ""Sodium thiosulfate, p.a., 98.0%"", ""TSH-00268"", ""AKOS015856704"", ""AKOS016372312"", ""SODIUM THIOSULFATE ANHYDROUS [II]"", ""BP-21059"", ""Sodium thiosulfate, ReagentPlus(R), 99%"", ""O0522"", ""D78333"", ""Sodium thiosulfate solution 0.1mol/L (N/10)"", ""Sodium thiosulfate, SAJ first grade, >=90.0%"", ""disodium;dioxido-oxo-sulfanylidene-lambda6-sulfane"", ""F075217"", ""Q339866"", ""Sodium thiosulfate, >=99.99% trace metals basis"", ""Sodium thiosulfate, Vetec(TM) reagent grade, 99%"", ""Thiosulfuric acid (H2S2O3), sodium salt (1:2)"", ""Sodium thiosulfate solution (2 g/dL in deionized water)"", ""Sodium thiosulfate, anhydrous, Trace metals grade 99.99%"", ""Sodium thiosulfate, purum p.a., anhydrous, >=98.0% (RT)"", ""Analytical Volumetric Solution Sodium Thiosulfate Solution 0.1M"", ""Reagecon Sodium Thiosulfate 0.1M according to Japanese Pharmacopoeia"", ""USP Solution Sodium Thiosulfate 0.100 Normal (N/10) Conforms to USP"", ""European Pharmacopoeia Reagent 0.1M Sodium Thiosulphate-Naturally short expiry"", ""Reagecon Sodium Thiosulfate 0.05M Solution according to Chinese Pharmacopoeia (ChP)""]","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sodium%20thiosulfate/property/IsomericSMILES,InChIKey,MolecularFormula,MolecularWeight/JSON?name_type=complete",2026-09-19T15:24:33.263381+00:00,[24477],"[{""CID"": 24477, ""MolecularFormula"": ""Na2O3S2"", ""MolecularWeight"": ""158.11"", ""SMILES"": ""[O-]S(=O)(=S)[O-].[Na+].[Na+]"", ""InChIKey"": ""AKHNMLFCWUSKQB-UHFFFAOYSA-L""}]",Na2O3S2,158.11,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/12947,13109,13221,13505,13770,13791,14051,14184,14219,14434,14888,14960,15165,15250,15424,15459,15851,16078,16362,17478,18283,18340,19648,20058,20179,20279,20933,21382,21467,21945,22475,22576,23894,24014,24477,25517,26758,27350,27447,27661/synonyms/JSON",,,
